ENCODER,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
CatBoostEncoder,hepatitis,smoteSVM,RF,NONE,NONE,0.8561799999999999,0.85808,0.6391600000000001,0.8533,0.7241799999999999,0.5384399999999999
CatBoostEncoder,hepatitis,smoteSVM,SGD,NONE,NONE,0.69506,0.76776,0.34600000000000003,0.7137,0.22638000000000003,0.13934000000000002
CatBoostEncoder,hepatitis,smoteSVM,SVM,NONE,NONE,0.6651600000000001,0.7613200000000001,0.26894,0.70692,0.18148,0.08954
CatBoostEncoder,horse-colic-surgical,smoteSVM,ABC,NONE,NONE,0.8255399999999999,0.82332,0.78422,0.8224199999999999,0.7998,0.6434799999999999
CatBoostEncoder,horse-colic-surgical,smoteSVM,DTREE,NONE,NONE,0.83194,0.8266599999999998,0.7808999999999999,0.8240799999999999,0.79578,0.6403800000000001
CatBoostEncoder,horse-colic-surgical,smoteSVM,KNN,NONE,NONE,0.76272,0.76,0.7235799999999999,0.75942,0.73624,0.5454600000000001
CatBoostEncoder,horse-colic-surgical,smoteSVM,LRG,NONE,NONE,0.78994,0.7833399999999999,0.6745399999999999,0.76968,0.6984999999999999,0.49813999999999997
CatBoostEncoder,horse-colic-surgical,smoteSVM,MLP,NONE,NONE,0.6403399999999999,0.5733199999999999,0.5377,0.45492,0.2163400000000001,0.11212
CatBoostEncoder,horse-colic-surgical,smoteSVM,RF,NONE,NONE,0.8593,0.8566600000000001,0.79574,0.85336,0.8184999999999999,0.6752600000000001
CatBoostEncoder,horse-colic-surgical,smoteSVM,SGD,NONE,NONE,0.19202,0.42336,0.5766399999999999,0.25978,0.0,0.0
CatBoostEncoder,horse-colic-surgical,smoteSVM,SVM,NONE,NONE,0.6220600000000001,0.42668,0.6411800000000001,0.34781999999999996,0.35894000000000004,0.12946
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,ABC,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,DTREE,NONE,NONE,0.9983,0.9981200000000001,0.95092,0.9981,0.97272,0.9525399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,KNN,NONE,NONE,0.99874,0.9981200000000001,0.9999600000000001,0.9983,0.9990400000000002,0.9979
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,LRG,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,MLP,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,RF,NONE,NONE,0.9990600000000001,0.9990600000000001,0.95094,0.999,0.9732,0.9536
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,SGD,NONE,NONE,0.99738,0.99718,0.90186,0.9969,0.94094,0.90376
CatBoostEncoder,kddcup-land_vs_portsweep,smoteSVM,SVM,NONE,NONE,0.99798,0.99718,0.9999399999999999,0.9974,0.99856,0.99684
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,ABC,NONE,NONE,0.95624,0.95826,0.18568,0.94326,0.361,0.15524000000000002
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,DTREE,NONE,NONE,0.7563199999999999,0.77694,0.36034,0.75688,0.2801,0.14711999999999995
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,KNN,NONE,NONE,0.9814799999999999,0.97722,0.9046799999999999,0.97858,0.93958,0.8896599999999999
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,LRG,NONE,NONE,0.93606,0.95602,0.14167999999999994,0.9386,0.24044,0.10582
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,MLP,NONE,NONE,0.9398,0.9538399999999999,0.09194,0.9337799999999999,0.18725999999999998,0.05032
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,RF,NONE,NONE,0.9380200000000001,0.9557399999999999,0.122,0.93674,0.19584,0.0834
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,SGD,NONE,NONE,0.97774,0.97596,0.7537,0.97554,0.8493,0.74536
CatBoostEncoder,thyroid-hypothyroid,smoteSVM,SVM,NONE,NONE,0.9745799999999999,0.95572,0.94732,0.96178,0.95144,0.9062
CatBoostEncoder,abalone-3_vs_11,dtosmote,ABC,aspect_ratio,0.5,0.98018,0.96218,0.8050200000000001,0.96738,0.8625799999999999,0.7740199999999999
CatBoostEncoder,abalone-3_vs_11,dtosmote,DTREE,aspect_ratio,0.5,0.98668,0.9761,0.93466,0.9796799999999999,0.9523,0.91428
CatBoostEncoder,abalone-3_vs_11,dtosmote,KNN,aspect_ratio,0.5,0.9836,0.96016,0.99878,0.9681,0.9792,0.95526
CatBoostEncoder,abalone-3_vs_11,dtosmote,LRG,aspect_ratio,0.5,0.9790000000000001,0.93432,0.8687600000000002,0.9495,0.883,0.80176
CatBoostEncoder,abalone-3_vs_11,dtosmote,MLP,aspect_ratio,0.5,0.98714,0.97016,0.9991,0.97584,0.98446,0.96648
CatBoostEncoder,abalone-3_vs_11,dtosmote,RF,aspect_ratio,0.5,0.9893799999999999,0.97808,0.99934,0.98178,0.9886,0.97536
CatBoostEncoder,abalone-3_vs_11,dtosmote,SGD,aspect_ratio,0.5,0.98582,0.93062,0.99788,0.9510000000000002,0.9625600000000001,0.9228799999999999
CatBoostEncoder,abalone-3_vs_11,dtosmote,SVM,aspect_ratio,0.5,0.98612,0.9622,0.99886,0.9705200000000002,0.9802200000000001,0.9575799999999999
CatBoostEncoder,credit-approval,dtosmote,ABC,aspect_ratio,0.5,0.86416,0.8638,0.8559399999999999,0.8633799999999999,0.8590199999999999,0.73902
CatBoostEncoder,credit-approval,dtosmote,DTREE,aspect_ratio,0.5,0.8056999999999999,0.8029,0.78386,0.8007,0.7886,0.62424
CatBoostEncoder,credit-approval,dtosmote,KNN,aspect_ratio,0.5,0.7144199999999999,0.71304,0.69472,0.7098399999999999,0.6970000000000001,0.48724
CatBoostEncoder,credit-approval,dtosmote,LRG,aspect_ratio,0.5,0.86344,0.8608800000000001,0.86446,0.8611999999999999,0.8624200000000002,0.74434
CatBoostEncoder,credit-approval,dtosmote,MLP,aspect_ratio,0.5,0.72228,0.71014,0.71754,0.7096,0.7097,0.5043
CatBoostEncoder,credit-approval,dtosmote,RF,aspect_ratio,0.5,0.85724,0.8565200000000001,0.8456000000000001,0.8558,0.84952,0.7235
CatBoostEncoder,credit-approval,dtosmote,SGD,aspect_ratio,0.5,0.6112799999999999,0.57392,0.60916,0.56398,0.5663400000000001,0.32074
CatBoostEncoder,credit-approval,dtosmote,SVM,aspect_ratio,0.5,0.7024999999999999,0.6521600000000001,0.58152,0.60646,0.5236999999999999,0.27904
CatBoostEncoder,dataset_31_credit-g,dtosmote,ABC,aspect_ratio,0.5,0.71312,0.672,0.6518200000000001,0.6815399999999999,0.6555000000000001,0.4334400000000001
CatBoostEncoder,dataset_31_credit-g,dtosmote,DTREE,aspect_ratio,0.5,0.65068,0.607,0.5611,0.6171800000000001,0.57348,0.33078
CatBoostEncoder,dataset_31_credit-g,dtosmote,KNN,aspect_ratio,0.5,0.7009200000000001,0.5860000000000001,0.6816000000000001,0.6006600000000001,0.6217600000000001,0.38346
CatBoostEncoder,dataset_31_credit-g,dtosmote,LRG,aspect_ratio,0.5,0.7462,0.64,0.73716,0.6538599999999999,0.6773999999999999,0.45482
CatBoostEncoder,dataset_31_credit-g,dtosmote,MLP,aspect_ratio,0.5,0.74054,0.6519999999999999,0.72516,0.6661600000000001,0.6822600000000001,0.46346
CatBoostEncoder,dataset_31_credit-g,dtosmote,RF,aspect_ratio,0.5,0.69342,0.6839999999999999,0.5598,0.67508,0.57914,0.34702
CatBoostEncoder,dataset_31_credit-g,dtosmote,SGD,aspect_ratio,0.5,0.6268600000000001,0.535,0.73024,0.49593999999999994,0.48968,0.31196
CatBoostEncoder,dataset_31_credit-g,dtosmote,SVM,aspect_ratio,0.5,0.7056600000000001,0.6489999999999999,0.65908,0.66292,0.65364,0.4275
CatBoostEncoder,dermatology,dtosmote,ABC,aspect_ratio,0.5,0.5681200000000001,0.5896,0.92878,0.54204,0.60602,0.5232600000000001
CatBoostEncoder,dermatology,dtosmote,DTREE,aspect_ratio,0.5,0.8722799999999999,0.84716,0.9747,0.8468600000000001,0.90196,0.8185600000000001
CatBoostEncoder,dermatology,dtosmote,KNN,aspect_ratio,0.5,0.71926,0.6886399999999999,0.94668,0.6963,0.8010400000000001,0.64532
CatBoostEncoder,dermatology,dtosmote,LRG,aspect_ratio,0.5,0.9053,0.8879600000000001,0.98106,0.8903800000000001,0.93162,0.86462
CatBoostEncoder,dermatology,dtosmote,MLP,aspect_ratio,0.5,0.8915200000000001,0.87682,0.9783,0.8770199999999999,0.92256,0.8526199999999999
CatBoostEncoder,dermatology,dtosmote,RF,aspect_ratio,0.5,0.97676,0.9726,0.9948,0.97288,0.98308,0.9659
CatBoostEncoder,dermatology,dtosmote,SGD,aspect_ratio,0.5,0.6785399999999999,0.6450799999999999,0.93276,0.5942000000000001,0.6681600000000001,0.5803200000000001
CatBoostEncoder,dermatology,dtosmote,SVM,aspect_ratio,0.5,0.4665199999999999,0.48366,0.91014,0.4481400000000001,0.55372,0.43168
CatBoostEncoder,dresses-sales,dtosmote,ABC,aspect_ratio,0.5,0.5784199999999999,0.5760000000000001,0.5563600000000001,0.5725399999999999,0.55398,0.30966
CatBoostEncoder,dresses-sales,dtosmote,DTREE,aspect_ratio,0.5,0.5224599999999999,0.5279999999999999,0.4927,0.52408,0.49558,0.25028
CatBoostEncoder,dresses-sales,dtosmote,KNN,aspect_ratio,0.5,0.58732,0.5760000000000001,0.57738,0.5779599999999999,0.5754600000000001,0.3367600000000001
CatBoostEncoder,dresses-sales,dtosmote,LRG,aspect_ratio,0.5,0.6267199999999999,0.624,0.6042200000000001,0.6216600000000001,0.6055600000000001,0.36934
CatBoostEncoder,dresses-sales,dtosmote,MLP,aspect_ratio,0.5,0.6023000000000001,0.5980000000000001,0.5841000000000001,0.5983799999999999,0.58744,0.3477
CatBoostEncoder,dresses-sales,dtosmote,RF,aspect_ratio,0.5,0.5718799999999999,0.58,0.5356,0.5725,0.5385199999999999,0.29378000000000004
CatBoostEncoder,dresses-sales,dtosmote,SGD,aspect_ratio,0.5,0.47682,0.5760000000000001,0.44206000000000006,0.47054,0.2092,0.07782
CatBoostEncoder,dresses-sales,dtosmote,SVM,aspect_ratio,0.5,0.49412,0.478,0.4893000000000001,0.46171999999999996,0.4441600000000001,0.19786
CatBoostEncoder,heart,dtosmote,ABC,aspect_ratio,0.5,0.81296,0.7963,0.8103600000000001,0.79594,0.7985800000000001,0.6391399999999999
CatBoostEncoder,heart,dtosmote,DTREE,aspect_ratio,0.5,0.79786,0.7925800000000001,0.79574,0.7928599999999999,0.79308,0.6309
CatBoostEncoder,heart,dtosmote,KNN,aspect_ratio,0.5,0.5884799999999999,0.58148,0.5835199999999999,0.5813600000000001,0.5795600000000001,0.34046
CatBoostEncoder,heart,dtosmote,LRG,aspect_ratio,0.5,0.8253,0.81852,0.8198000000000001,0.8180799999999999,0.81652,0.66876
CatBoostEncoder,heart,dtosmote,MLP,aspect_ratio,0.5,0.7780199999999999,0.76298,0.7703800000000001,0.7621800000000001,0.7614000000000001,0.58004
CatBoostEncoder,heart,dtosmote,RF,aspect_ratio,0.5,0.8497399999999999,0.84446,0.8405600000000001,0.8436199999999999,0.83962,0.70606
CatBoostEncoder,heart,dtosmote,SGD,aspect_ratio,0.5,0.30768,0.55188,0.44143999999999994,0.39508,0.0,0.0
CatBoostEncoder,heart,dtosmote,SVM,aspect_ratio,0.5,0.6199,0.6148,0.6151800000000001,0.6156200000000001,0.61432,0.37804
CatBoostEncoder,hepatitis,dtosmote,ABC,aspect_ratio,0.5,0.7515400000000001,0.80002,0.45114,0.7707200000000001,0.47808,0.30296
CatBoostEncoder,hepatitis,dtosmote,DTREE,aspect_ratio,0.5,0.80558,0.80002,0.63312,0.7993600000000001,0.6809000000000001,0.4968
CatBoostEncoder,hepatitis,dtosmote,KNN,aspect_ratio,0.5,0.6932,0.5871000000000001,0.47798,0.6221,0.51798,0.27526
CatBoostEncoder,hepatitis,dtosmote,LRG,aspect_ratio,0.5,0.8002199999999999,0.7419600000000001,0.6843,0.75966,0.708,0.5143800000000001
CatBoostEncoder,hepatitis,dtosmote,MLP,aspect_ratio,0.5,0.7875800000000001,0.74838,0.6403,0.7607,0.67724,0.4752
CatBoostEncoder,hepatitis,dtosmote,RF,aspect_ratio,0.5,0.7698600000000001,0.7871,0.57372,0.7733800000000001,0.56394,0.42132
CatBoostEncoder,hepatitis,dtosmote,SGD,aspect_ratio,0.5,0.6565999999999999,0.3612800000000001,0.7743399999999999,0.3164,0.34776,0.16334
CatBoostEncoder,hepatitis,dtosmote,SVM,aspect_ratio,0.5,0.7070200000000001,0.6258000000000001,0.4825200000000001,0.6540600000000001,0.5362399999999999,0.29648
CatBoostEncoder,horse-colic-surgical,dtosmote,ABC,aspect_ratio,0.5,0.80672,0.80332,0.77056,0.8023,0.78198,0.6162
CatBoostEncoder,horse-colic-surgical,dtosmote,DTREE,aspect_ratio,0.5,0.7957,0.7866599999999999,0.75678,0.78608,0.76584,0.59148
CatBoostEncoder,horse-colic-surgical,dtosmote,KNN,aspect_ratio,0.5,0.8429400000000001,0.83334,0.7479199999999999,0.8253799999999999,0.7727600000000001,0.60402
CatBoostEncoder,horse-colic-surgical,dtosmote,LRG,aspect_ratio,0.5,0.76448,0.76334,0.6847,0.7555999999999999,0.7056399999999999,0.50346
CatBoostEncoder,horse-colic-surgical,dtosmote,MLP,aspect_ratio,0.5,0.6201800000000001,0.7133200000000001,0.57538,0.6554800000000001,0.44051999999999997,0.32554
CatBoostEncoder,horse-colic-surgical,dtosmote,RF,aspect_ratio,0.5,0.8686799999999999,0.86334,0.80074,0.8593200000000001,0.82276,0.68286
CatBoostEncoder,horse-colic-surgical,dtosmote,SGD,aspect_ratio,0.5,0.2387,0.47,0.53,0.31146,0.0,0.0
CatBoostEncoder,horse-colic-surgical,dtosmote,SVM,aspect_ratio,0.5,0.4214600000000001,0.5999800000000001,0.35156,0.4847400000000001,0.07856,0.015780000000000002
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,ABC,aspect_ratio,0.5,1.0,1.0,1.0,1.0,1.0,1.0
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,DTREE,aspect_ratio,0.5,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,KNN,aspect_ratio,0.5,0.98672,0.9529,0.999,0.96552,0.9755799999999999,0.9476
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,LRG,aspect_ratio,0.5,0.9895,0.9661000000000002,0.99928,0.9746600000000001,0.98246,0.96224
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,MLP,aspect_ratio,0.5,0.98666,0.93316,0.9985799999999999,0.95396,0.965,0.92584
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,RF,aspect_ratio,0.5,1.0,1.0,1.0,1.0,1.0,1.0
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,SGD,aspect_ratio,0.5,0.7913399999999999,0.7641600000000001,0.99452,0.77218,0.77886,0.7550399999999999
CatBoostEncoder,kddcup-land_vs_portsweep,dtosmote,SVM,aspect_ratio,0.5,0.98518,0.93596,0.99866,0.95482,0.9667,0.92884
CatBoostEncoder,thyroid-hypothyroid,dtosmote,ABC,aspect_ratio,0.5,0.9550200000000001,0.95826,0.18567999999999998,0.9434,0.36798000000000003,0.15548
CatBoostEncoder,thyroid-hypothyroid,dtosmote,DTREE,aspect_ratio,0.5,0.96236,0.96144,0.5609599999999999,0.95862,0.7005399999999999,0.5405
CatBoostEncoder,thyroid-hypothyroid,dtosmote,KNN,aspect_ratio,0.5,0.9802,0.97028,0.9478200000000001,0.97332,0.9583,0.9209
CatBoostEncoder,thyroid-hypothyroid,dtosmote,LRG,aspect_ratio,0.5,0.9735799999999999,0.97408,0.65962,0.97264,0.7927,0.65454
CatBoostEncoder,thyroid-hypothyroid,dtosmote,MLP,aspect_ratio,0.5,0.9552600000000002,0.96616,0.40146,0.95786,0.53498,0.38576
CatBoostEncoder,thyroid-hypothyroid,dtosmote,RF,aspect_ratio,0.5,0.91658,0.9525600000000001,0.0541,0.92976,0.03652,0.007259999999999998
CatBoostEncoder,thyroid-hypothyroid,dtosmote,SGD,aspect_ratio,0.5,0.9738,0.9386600000000002,0.8970799999999999,0.9508,0.91548,0.8420400000000001
CatBoostEncoder,thyroid-hypothyroid,dtosmote,SVM,aspect_ratio,0.5,0.9789200000000001,0.9671,0.94134,0.97078,0.95314,0.9115200000000001
NONE,abalone-3_vs_11,original,ABC,NONE,NONE,0.9985,0.998,0.9999399999999999,0.99814,0.99896,0.99774
NONE,abalone-3_vs_11,original,DTREE,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,abalone-3_vs_11,original,KNN,NONE,NONE,0.99408,0.9940200000000001,0.8059999999999999,0.9934200000000001,0.8899000000000001,0.8125599999999998
NONE,abalone-3_vs_11,original,LRG,NONE,NONE,0.99216,0.99204,0.7413,0.99066,0.8420799999999999,0.74588
NONE,abalone-3_vs_11,original,MLP,NONE,NONE,0.99408,0.9940200000000001,0.8059999999999999,0.9934200000000001,0.8899000000000001,0.8125599999999998
NONE,abalone-3_vs_11,original,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,abalone-3_vs_11,original,SGD,NONE,NONE,0.99612,0.99604,0.8706200000000001,0.99506,0.91548,0.8708400000000001
NONE,abalone-3_vs_11,original,SVM,NONE,NONE,0.99408,0.9940200000000001,0.8059999999999999,0.9934200000000001,0.8899000000000001,0.8125599999999998
NONE,credit-approval,original,ABC,NONE,NONE,0.8414399999999999,0.83768,0.8386400000000002,0.8377800000000001,0.8371799999999999,0.7014199999999999
NONE,credit-approval,original,DTREE,NONE,NONE,0.8104600000000002,0.8086800000000001,0.8042199999999999,0.8085000000000001,0.8054199999999998,0.6494199999999999
NONE,credit-approval,original,KNN,NONE,NONE,0.71706,0.7159399999999999,0.7046,0.7148599999999999,0.7073600000000001,0.50124
NONE,credit-approval,original,LRG,NONE,NONE,0.8641,0.8565399999999999,0.8621800000000001,0.8564599999999999,0.8572799999999999,0.73658
NONE,credit-approval,original,MLP,NONE,NONE,0.78062,0.76956,0.7561399999999999,0.7665399999999999,0.7548999999999999,0.57662
NONE,credit-approval,original,RF,NONE,NONE,0.8756200000000002,0.8724799999999999,0.8700800000000001,0.8723599999999999,0.8702200000000001,0.7579
NONE,credit-approval,original,SGD,NONE,NONE,0.5828800000000001,0.5710000000000001,0.56798,0.5401600000000001,0.4880800000000001,0.27112
NONE,credit-approval,original,SVM,NONE,NONE,0.69912,0.6521799999999999,0.58172,0.60724,0.52554,0.27996
NONE,dataset_31_credit-g,original,ABC,NONE,NONE,0.7088599999999999,0.723,0.55748,0.71244,0.6046600000000001,0.3733400000000001
NONE,dataset_31_credit-g,original,DTREE,NONE,NONE,0.68234,0.6950000000000001,0.53404,0.68666,0.5789599999999999,0.34328000000000003
NONE,dataset_31_credit-g,original,KNN,NONE,NONE,0.7056000000000001,0.725,0.5088199999999999,0.70208,0.5515000000000001,0.3165
NONE,dataset_31_credit-g,original,LRG,NONE,NONE,0.7264600000000001,0.7379999999999999,0.58106,0.7289800000000001,0.6290600000000001,0.4043600000000001
NONE,dataset_31_credit-g,original,MLP,NONE,NONE,0.7062999999999999,0.7040000000000001,0.5969399999999999,0.7048,0.63598,0.4107
NONE,dataset_31_credit-g,original,RF,NONE,NONE,0.73116,0.74,0.4504800000000001,0.6910000000000001,0.4713600000000001,0.22976
NONE,dataset_31_credit-g,original,SGD,NONE,NONE,0.6772600000000001,0.6769999999999999,0.4787199999999999,0.6393000000000001,0.4618399999999999,0.22648000000000001
NONE,dataset_31_credit-g,original,SVM,NONE,NONE,0.7336,0.748,0.50722,0.7167399999999999,0.5482,0.30992
NONE,dermatology,original,ABC,NONE,NONE,0.56528,0.6335000000000001,0.91654,0.56066,0.61098,0.5641999999999999
NONE,dermatology,original,DTREE,NONE,NONE,0.9465,0.94534,0.98742,0.9445,0.96512,0.9304400000000002
NONE,dermatology,original,KNN,NONE,NONE,0.78556,0.7623,0.9537600000000002,0.7618400000000001,0.8428200000000001,0.72142
NONE,dermatology,original,LRG,NONE,NONE,0.97522,0.97542,0.9949600000000001,0.97516,0.98472,0.9693799999999999
NONE,dermatology,original,MLP,NONE,NONE,0.96716,0.96716,0.9934799999999999,0.9667600000000001,0.97948,0.95968
NONE,dermatology,original,RF,NONE,NONE,0.97798,0.97812,0.99554,0.9778600000000001,0.9863799999999999,0.9728
NONE,dermatology,original,SGD,NONE,NONE,0.7269599999999999,0.5760400000000001,0.92904,0.5439,0.6184000000000001,0.50302
NONE,dermatology,original,SVM,NONE,NONE,0.35138,0.5082399999999999,0.79278,0.3901600000000001,0.4031400000000001,0.31354000000000004
NONE,dresses-sales,original,ABC,NONE,NONE,0.5897600000000001,0.596,0.54718,0.58486,0.54576,0.30118
NONE,dresses-sales,original,DTREE,NONE,NONE,0.53608,0.5319999999999999,0.5153,0.5324800000000001,0.51878,0.27088
NONE,dresses-sales,original,KNN,NONE,NONE,0.5527400000000001,0.562,0.516,0.55408,0.51832,0.27092
NONE,dresses-sales,original,LRG,NONE,NONE,0.5918800000000001,0.5980000000000001,0.5460200000000001,0.5853200000000001,0.5432599999999999,0.29764
NONE,dresses-sales,original,MLP,NONE,NONE,0.55748,0.5579999999999999,0.5314800000000001,0.5552600000000001,0.5343600000000001,0.28704
NONE,dresses-sales,original,RF,NONE,NONE,0.5740000000000001,0.584,0.5214200000000001,0.56392,0.50746,0.26358000000000004
NONE,dresses-sales,original,SGD,NONE,NONE,0.58236,0.584,0.5385,0.55182,0.48576,0.25032
NONE,dresses-sales,original,SVM,NONE,NONE,0.6020199999999999,0.606,0.5058199999999999,0.5583199999999999,0.4541399999999999,0.21162
NONE,heart,original,ABC,NONE,NONE,0.7417199999999999,0.74074,0.73424,0.7404000000000001,0.73602,0.54506
NONE,heart,original,DTREE,NONE,NONE,0.748,0.74816,0.7351800000000001,0.74692,0.73892,0.5476599999999999
NONE,heart,original,KNN,NONE,NONE,0.5751,0.5777599999999999,0.5572,0.5734800000000001,0.55684,0.31703999999999993
NONE,heart,original,LRG,NONE,NONE,0.81586,0.8148199999999999,0.80852,0.81416,0.80988,0.6600600000000001
NONE,heart,original,MLP,NONE,NONE,0.8134399999999999,0.8074,0.7976,0.80556,0.79752,0.6386200000000001
NONE,heart,original,RF,NONE,NONE,0.8123400000000001,0.8111200000000001,0.7988799999999999,0.8095800000000001,0.80166,0.6479600000000001
NONE,heart,original,SGD,NONE,NONE,0.24194,0.4888800000000001,0.5111199999999999,0.32282,0.0,0.0
NONE,heart,original,SVM,NONE,NONE,0.35446,0.5556,0.45274,0.41866000000000003,0.08334,0.034960000000000005
NONE,hepatitis,original,ABC,NONE,NONE,0.8120200000000001,0.8258399999999998,0.56906,0.8154,0.65176,0.44758
NONE,hepatitis,original,DTREE,NONE,NONE,0.7853399999999999,0.7741999999999999,0.5674,0.7780199999999999,0.6413399999999999,0.4285399999999999
NONE,hepatitis,original,KNN,NONE,NONE,0.62228,0.7483600000000001,0.19496,0.6793600000000001,0.0,0.0
NONE,hepatitis,original,LRG,NONE,NONE,0.87374,0.8838799999999999,0.66594,0.8744,0.7339800000000001,0.57996
NONE,hepatitis,original,MLP,NONE,NONE,0.8016800000000001,0.8322800000000001,0.48012,0.80128,0.5113800000000001,0.34302
NONE,hepatitis,original,RF,NONE,NONE,0.8399999999999999,0.8516199999999999,0.59614,0.8412200000000001,0.6845600000000001,0.4894
NONE,hepatitis,original,SGD,NONE,NONE,0.7138800000000001,0.7290399999999999,0.4168,0.7118,0.4234999999999999,0.23680000000000004
NONE,hepatitis,original,SVM,NONE,NONE,0.6300000000000001,0.7935800000000001,0.20642,0.70228,0.0,0.0
NONE,horse-colic-surgical,original,ABC,NONE,NONE,0.8303200000000001,0.8299999999999998,0.7883799999999999,0.8289199999999999,0.8053600000000001,0.6542600000000001
NONE,horse-colic-surgical,original,DTREE,NONE,NONE,0.8429800000000001,0.8433200000000001,0.8115400000000002,0.8428000000000001,0.8251200000000001,0.68512
NONE,horse-colic-surgical,original,KNN,NONE,NONE,0.8116399999999999,0.8099999999999999,0.7289800000000001,0.80282,0.75356,0.57444
NONE,horse-colic-surgical,original,LRG,NONE,NONE,0.66722,0.7299800000000001,0.5280199999999999,0.6568,0.39278,0.26204
NONE,horse-colic-surgical,original,MLP,NONE,NONE,0.5048,0.6233199999999999,0.4857800000000001,0.5083,0.1834,0.12114
NONE,horse-colic-surgical,original,RF,NONE,NONE,0.8697600000000001,0.8666799999999999,0.8058,0.8634200000000001,0.8287399999999999,0.69204
NONE,horse-colic-surgical,original,SGD,NONE,NONE,0.2987,0.53,0.47,0.37758,0.0,0.0
NONE,horse-colic-surgical,original,SVM,NONE,NONE,0.40538,0.63664,0.36336,0.49538000000000004,0.0,0.0
NONE,kddcup-land_vs_portsweep,original,ABC,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
NONE,kddcup-land_vs_portsweep,original,DTREE,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
NONE,kddcup-land_vs_portsweep,original,KNN,NONE,NONE,0.99874,0.9981200000000001,0.9999600000000001,0.9983,0.9990400000000002,0.9979
NONE,kddcup-land_vs_portsweep,original,LRG,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
NONE,kddcup-land_vs_portsweep,original,MLP,NONE,NONE,0.9983,0.9981200000000001,0.95092,0.9981,0.97272,0.9525399999999999
NONE,kddcup-land_vs_portsweep,original,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,kddcup-land_vs_portsweep,original,SGD,NONE,NONE,0.99718,0.99718,0.8628199999999999,0.997,0.9252799999999999,0.8702400000000001
NONE,kddcup-land_vs_portsweep,original,SVM,NONE,NONE,0.99874,0.9981200000000001,0.9999600000000001,0.9983,0.9990400000000002,0.9979
NONE,thyroid-hypothyroid,original,ABC,NONE,NONE,0.99016,0.9902,0.8797799999999999,0.99008,0.93268,0.87984
NONE,thyroid-hypothyroid,original,DTREE,NONE,NONE,0.9874,0.98736,0.87374,0.98734,0.92784,0.8714799999999999
NONE,thyroid-hypothyroid,original,KNN,NONE,NONE,0.98194,0.9826,0.77956,0.98214,0.8732200000000001,0.77898
NONE,thyroid-hypothyroid,original,LRG,NONE,NONE,0.9805,0.98136,0.7218399999999999,0.98034,0.8388,0.72264
NONE,thyroid-hypothyroid,original,MLP,NONE,NONE,0.98674,0.98704,0.83636,0.9867799999999999,0.90738,0.83644
NONE,thyroid-hypothyroid,original,RF,NONE,NONE,0.98814,0.9883,0.8423400000000001,0.9880600000000002,0.91142,0.8432400000000001
NONE,thyroid-hypothyroid,original,SGD,NONE,NONE,0.97714,0.97438,0.7278399999999999,0.9736,0.8294199999999998,0.7167600000000001
NONE,thyroid-hypothyroid,original,SVM,NONE,NONE,0.98074,0.9816799999999999,0.7222799999999999,0.9806799999999999,0.8394199999999999,0.72346
NONE,abalone-3_vs_11,smotenc,ABC,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
